Word,AoA_Read_Mean,AoA_Read_Std.Dv,AoA_Write_Mean,AoA_Write_Std.Dv
calamine,9.702702703,4.279244903,10.86111111,4.485868464
chipper,7.689349112,2.026536516,8.595567867,2.00029169
kissable,7.551697531,2.462775359,8.49382716,2.740311707
breakable,7.845221607,2.955085777,8.901380671,3.087088407
tee,8.736111111,4.303629882,8.985714286,4.482786873
unattractive,8.527777778,3.100563185,9.175675676,3.153957426
mathematical,8.045454545,3.373526614,8.629757785,2.858252747
lakefront,8.121527778,2.223953629,8.692901235,2.336712825
disciplined,8.46875,3.799273063,9.485294118,4.06665169
northwest,8.445945946,3.203261757,9.236842105,3.29769953
denim,8.648648649,3.869153053,9.256756757,3.686728491
clunky,9.661764706,4.089381275,10.25,3.780432074
greenness,10.60294118,3.789497871,10.81428571,3.811911892
currently,6.942871094,1.962758939,7.897153352,1.943837969
excellence,8.970588235,3.819688184,9.027777778,4.005254485
shortstop,8.608410494,3.635103174,9.680555556,4.197197667
bluish,8.441176471,3.562780464,9.042857143,3.504978452
rescuer,8.192515432,2.952486309,8.667936288,2.890216039
battlefield,9.578947368,3.536539605,10.22972973,3.40668174
sphere,7.446122449,1.932017108,8.041666667,2.373589807
congrats,7.388979592,2.592872967,8.541666667,3.099251062
erupt,9,3.937003937,9.779411765,3.933521779
flotation,8.566938776,3.27854309,9.569444444,3.795020756
bookmark,8.628571429,4.21541788,9.263888889,4.011565621
roadside,8.905405405,3.666359528,9.358974359,3.541016651
exploration,9.382352941,4.03029968,10.12857143,4.374630837
tuxedo,9.474358974,3.60363252,10.2125,3.406041954
fruitcake,7.947368421,4.142380621,9.141025641,4.202049497
jockey,7.678240741,2.852867033,8.879243827,3.413202883
housewife,8.367647059,2.936986766,9.111111111,3.338329589
overall,8.340408163,2.941970752,8.929387755,2.643551902
waiter,9.1,3.88397916,10.04411765,3.914556454
cooperate,8.564897959,2.580619296,9.055555556,3.104783815
thermos,8.527027027,2.884214571,9.337837838,3.266101256
unclog,7.963842221,2.572438982,8.881578947,2.902548299
damn,7.861111111,3.345809983,8.928571429,3.036888058
flesh,8.722222222,4.163522623,9.447368421,3.996264258
blower,8.608108108,3.500268115,8.371191136,3.07729521
synonym,8.486486486,2.696413478,8.964207451,2.641724295
fixable,8.087257618,2.535213596,9.0752374,2.410169937
sideline,7.992382271,2.99906344,9.144736842,3.013276691
quarrel,9.138888889,3.272419618,9.828947368,3.007370037
unavoidable,8.484295106,2.349131519,9.007271468,2.995827464
illustrate,10.18918919,3.766355723,10.76315789,3.559792057
volcanic,7.936084733,2.522769149,8.972972973,2.948507028
postage,8.074693878,2.368143634,9.206018519,2.731538763
doubtful,8.417387543,2.518444112,9.388979592,2.618271026
collage,8.565972222,3.016544575,8.751157407,2.943625176
bottomless,10.11538462,3.696480436,10.84210526,3.63560706
athletics,8.305941358,2.616674431,9.394736842,3.45073023
advance,8.581081081,3.873903991,9.115384615,3.800037289
phantom,9.157894737,3.080244952,10.03947368,3.272286536
temptation,10.31578947,3.740611766,11.05263158,3.418529543
altogether,10.15151515,4.010698288,10.47222222,4.234120662
pint,7.180555556,2.249294422,7.464937911,2.066272876
recorder,6.934989043,1.69983981,7.896814404,2.236682126
refusal,7.334876543,2.335580404,8.480709877,2.321090039
shuttle,8.186997809,2.703555634,9.207175926,2.793691272
turd,9.310810811,4.304957335,10.12857143,3.833564723
unleash,9.052631579,3.996264258,9.776315789,3.974066894
beaded,9.131578947,3.328184739,10.08108108,3.594968539
challenger,8.688093499,2.78464078,9.197368421,3.606562101
unsatisfied,9.528571429,4.28565126,10.55555556,4.223704836
spunky,8.905405405,3.265641501,9.702702703,3.198218817
poultry,7.69598338,3.007830223,8.776315789,2.988033269
portion,7.879243827,2.649789141,8.802631579,3.313648014
critical,8.680555556,3.121704612,9.421052632,3.614023579
runt,7.978009259,2.905787297,9.028571429,3.375828563
superwoman,8.049306063,2.938089118,8.318559557,3.072370756
lamppost,8.98,3.142039188,9.9375,3.47184186
snapper,8.665123457,2.667079535,9.421682099,2.919450963
geek,8.728571429,3.668913241,9.205882353,3.451213329
merrymaking,8.221450617,2.948159427,9.117969321,3.120800317
authentic,8.008035062,2.582451446,9.007304602,3.199700818
mumps,9.227272727,3.562151099,9.926470588,3.645529335
lineup,8.49382716,3.055794443,9.132213294,3.101329491
styling,8.824324324,3.346258724,9.394736842,3.234438618
jab,8.783783784,4.630125599,9.445945946,4.383972995
definite,6.743944637,1.940900016,8.083562902,2.008465788
compartment,8.348615917,2.694464424,9.079591837,2.964767675
enjoyable,8.212653061,2.723067993,9.581747405,2.390643765
boxful,8.381578947,3.347920312,9.263157895,3.671910987
padding,8.867647059,3.67487131,9.617647059,3.915893844
hermit,8.803030303,3.278574847,8.963734568,2.794077727
dampness,8.30632716,2.501650567,9.708333333,3.071470099
wildness,8.794117647,3.451213329,9.4,3.33166625
henhouse,7.919550173,3.671553281,8.700408163,3.591692906
prevention,8.065306122,2.808481165,8.585640138,2.616944644
sunbathe,9.5,3.944467458,10.13888889,3.771341389
ferret,9.529320988,2.599594193,10.72972973,3.402602343
overeater,7.764196676,2.789403871,8.736495845,2.933320526
befriend,8.515151515,3.613094347,9.055555556,3.803715811
crusher,8.444444444,3.148191721,9.078947368,3.239382482
chopstick,8.602941176,3.811425033,8.798392988,3.232851185
affectionate,8.493055556,2.542837357,9.418918919,3.114735394
fender,8.972972973,3.401278244,9.842105263,3.709201967
whish,9.105263158,3.725655928,9.95,3.447035144
anteater,9.347222222,3.66999308,10.43055556,3.378826461
dispose,8.652777778,3.621009024,9.471428571,3.336392154
unburied,9.783783784,4.25169989,10.13221329,3.4550961
chaotic,9.857142857,4.196587249,10.66666667,3.973123996
flapjack,9.605263158,3.149770251,10.09210526,2.875467678
animation,7.03531856,2.449873879,8.285609934,2.800317098
beefy,7.602994887,2.61116252,9.013888889,3.201531132
scold,8.348632813,3.156106366,8.962809917,3.260937067
simplify,9.597222222,4.107170462,9.944444444,4.017422375
dud,6.980277575,2.731293212,7.643170197,2.713562004
catalog,8.848484848,3.941931729,9.735294118,3.633254018
motherly,9.22972973,4.327872512,9.855263158,4.302588622
humorous,7.493055556,2.921891579,8.632213294,2.998873891
humid,7.42147553,2.063443742,8.139889197,2.142593159
pew,8.040540541,4.138871254,8.204470743,3.653925407
fable,8.914285714,3.202677451,9.045364892,3.027254376
soundtrack,9.015151515,3.761409411,9.75,3.832180327
assign,8.210526316,2.722855166,9.243243243,2.916956228
shingle,8.024238227,2.052696607,9.262465374,2.364470285
bracket,7.952908587,3.172772905,8.561634349,3.373075755
fizzle,8.4375,4.002398834,9.648648649,4.498247907
plumber,8.150462963,3.442833565,8.750432526,3.158118748
fiddler,8.935897436,3.663797798,9.8875,3.225474523
heartbreaking,9.171428571,3.570596542,9.985714286,3.431012786
peppery,9.320512821,3.063982572,9.756410256,2.677567127
centimeter,9.581081081,4.123970433,10.09459459,3.653076781
cooperative,9.636574074,3.566719669,10.06693878,3.303121176
overweight,11.375,4.050089605,11.44117647,4.358489984
nit,8.629032258,4.197157256,9.235294118,4.331413259
chlorine,9.932432432,3.981139846,10.67567568,3.769792612
listing,7.943754565,2.770404878,8.75,3.199978885
surgeon,8.564102564,4.067165519,9.58974359,3.819740613
wintery,8.615916955,3.417813352,9.146822498,3.038591571
tarp,8.763888889,4.156726238,9.189189189,3.841208128
recognizable,8.317174515,2.841452874,9.370152355,2.657796449
duh,9.065789474,3.363498526,9.5125,3.46130163
warehouse,9.636363636,3.719191628,10.26470588,3.682956845
jibber,7.534972299,2.469061152,8.479912345,2.659109051
tempt,8.565789474,4.032253499,9.315789474,3.934293186
stylist,8.782051282,2.917269072,9.333333333,2.78230625
aggravated,10.13513514,3.699941157,10.89189189,3.5865008
waxed,7.37890625,2.549803197,8.75,2.978416986
boyhood,8.494285714,3.719340775,9.035792549,3.831730771
kilometer,8.857142857,4.368287167,9.055555556,4.384677505
accordion,8.824324324,3.253665062,9.460526316,3.178010552
husk,7.627346939,3.583628526,8.313732652,3.469021448
tolerance,8.664737654,3.028240377,9.486842105,3.203644129
fascination,8.888888889,3.376623654,9.972222222,3.523278596
venomous,9.039473684,3.319438203,9.789473684,3.260392073
chandelier,9.571428571,4.018601705,10.01428571,3.975079937
backboard,9.346153846,3.528369696,9.91025641,3.64704602
stimulation,9.785714286,4.103953822,10.58571429,3.858690944
thrower,8.095510204,2.758933479,9.178626543,2.651343111
smudgy,8.377314815,1.946632839,9.020087655,2.509948191
tutor,8.351351351,3.099876487,9.052631579,3.370759546
broil,8.955882353,3.780667824,9.632352941,3.929894793
sty,9.3,4.397860442,9.944444444,4.64723847
spew,8.176470588,3.548115917,8.493060628,3.099316168
shear,8.150230112,2.946892512,9.320512821,3.287710729
docking,8.312636961,2.588466319,8.682825485,3.080803609
mineral,9.067567568,3.736386702,9.797297297,3.410481107
griddle,9.515151515,3.759331823,10.26470588,3.867571656
bedroll,8.795200526,3.073076609,9.492439185,2.706181268
urgent,7.461891644,2.898064254,8.179398148,2.754484429
gallery,8.011296076,2.946569508,8.5625,3.493657848
edible,7.41101108,2.713644704,8.539473684,2.950908195
toucan,9.381578947,3.545904014,10.2027027,3.749924924
redbreast,9.971428571,3.878566399,10.14864865,4.068621226
attempted,8.894736842,2.932017788,9.864864865,3.265239162
correction,8.340759679,2.87746735,8.842105263,3.577529842
rejection,9.602941176,4.408633767,10.19117647,4.073221318
overgrown,9.55,3.679116393,10.26923077,3.437115823
license,9.391891892,3.468379255,10.01282051,3.621004476
pinhole,8.2695595,2.874246603,9.397435897,3.301075357
reek,8.560606061,3.581108365,9.014285714,3.511505698
shootout,8.194444444,2.175440112,8.716216216,2.317027971
fireproof,8.025623269,2.310078281,9.815789474,3.211930994
identical,8.921052632,3.085551148,10.05263158,3.328398433
thrash,9.012820513,3.630077532,9.625,3.496793403
construct,8.884615385,2.464114922,9.333333333,2.376788339
heartwarming,8.90105194,3.389760317,10.14102564,3.690223068
tyke,8.808823529,4.126805768,9.028571429,4.036493195
stunt,8.150230112,2.888264222,9.525641026,3.246351632
crawfish,9.027777778,3.891280444,9.5,3.849741916
settlement,8.888888889,3.676394023,9.138888889,3.341537523
mimic,9.085714286,3.151763545,9.3,3.238554507
seasickness,9.269230769,3.707826278,10.01315789,3.356089347
kernel,9.852941176,4.070457892,10.37142857,4.1308432
retriever,10.3,3.343562735,11.01388889,3.373184403
tread,9.394736842,4.013756572,9.842105263,3.92170892
tourist,8.863636364,3.887626058,9.621212121,3.772909817
immediate,8.430555556,3.218590592,8.820512821,3.542016931
colonial,9.542857143,4.013527546,10.38571429,4.146376367
sequin,10.16176471,4.222451873,10.47058824,4.199460962
combo,7.508217993,3.128925533,8.108024691,3.128126498
disorder,7.538567493,2.468712305,8.339532872,2.40187084
width,7.702702703,2.933190005,8.447368421,3.352670323
deflate,8.046745152,2.996589576,9.184210526,3.25580781
layering,8.245714286,2.54469955,8.592592593,2.856472585
groomer,8.717948718,4.294725761,9.871794872,3.762204611
kindhearted,8.930555556,2.848941602,9.785714286,2.981032476
unstopped,9.092105263,3.525688093,10.10526316,3.615204182
estimate,9.828571429,3.974075655,10.34722222,4.160733871
stutter,10.15714286,4.140494835,10.89705882,4.119023516
tenderness,8.376929012,2.047364506,9.236111111,2.364880278
phonics,8.914285714,3.630924599,9.555555556,3.650396804
pharmacy,8.666666667,2.915475947,9.216216216,3.137011451
equation,7.94212963,2.682214307,8.715120526,3.110237843
savings,8.472972973,3.754526797,8.864864865,3.61449368
crispness,8.222645429,3.003729155,9.381578947,3.468846312
idiotic,8.776315789,3.46351128,9.394736842,3.575740133
decider,9.048575603,3.315582238,10.21052632,3.570963189
sniffer,9.972222222,3.845116466,10.68918919,3.744164629
reclining,9.789473684,3.362414631,10.43421053,3.244894228
truce,8.401816609,2.974377493,9,3.588175024
skyrocket,8.837837838,3.691307458,9.414529915,3.215885233
knead,8.959459459,4.31627794,9.554054054,3.98919336
lifelong,9.426470588,3.833924236,10.29411765,3.917941727
blockhead,9.381578947,3.813975387,9.763157895,3.828655897
macaw,9.275,3.816210363,10,3.668858994
footboard,7.992669753,2.879999078,8.397853186,2.82898861
consonant,8.478009259,2.271097868,9.278549383,2.514161707
clothe,7.670197224,2.49872027,8.911357341,2.913012406
remedy,8.243243243,3.263054171,9.039473684,3.457036653
larva,8.40625,2.792588245,8.991512346,2.520120265
alternate,9.085714286,4.15240135,9.708333333,3.928603896
deodorant,9.720588235,3.693136912,10.38571429,3.798385327
absorb,9.573529412,4.011597492,10.52777778,4.049593356
nutmeg,10.05128205,3.821330148,10.7125,3.715676251
deli,7.274193548,2.414672889,8.03125,2.514273768
intro,7.379757785,1.961169093,8.27970679,2.684653609
lockup,8.219723183,3.050484273,8.743243243,3.631692331
unwelcomed,8.181094183,2.692077408,9.051282051,3.12838211
meteorite,8.911764706,3.551505418,9.291666667,3.516034698
restful,8.526315789,3.862409569,9.189189189,3.907527194
assistance,8.560249307,2.938311042,9.600415512,2.688647598
pileup,8.820512821,3.283706145,9.807692308,3.386535616
freshen,9.022762346,3.382025565,9.368882396,3.081693252
floral,9.735294118,4.549784034,10.04166667,4.137589015
tavern,9.794117647,4.139824413,10.55714286,3.981153078
enjoyment,8.560606061,3.842113627,9.71875,3.841491436
semi,8.848484848,3.780056317,9.294117647,3.754023391
mechanical,8.918918919,3.288265149,9.487179487,3.48962217
unpaid,8.810810811,3.708757188,9.513513514,3.483067148
frontier,9.065789474,3.047309519,9.810810811,2.703781692
grater,7.885714286,3.798385327,8.644736842,3.851829847
nippy,9.027777778,4.478431557,9.9,4.210980045
skier,9.418918919,3.788714077,9.473684211,3.745172331
extinction,7.820512821,2.318368243,8.776315789,2.398471834
southwest,7.682479224,2.831641628,8.425207756,2.727796672
storefront,8.583333333,3.872061098,9.432432432,3.819107957
handbook,8.581081081,3.762965574,9.27027027,3.776010892
aids,8.763888889,3.842406447,9.040540541,4.135514173
pinprick,8.298392988,2.868641588,9.256026297,2.760325933
asphalt,8.577959184,2.829944796,9.366530612,2.802151341
orphanage,8.858974359,3.334328461,9.725,3.349224939
separation,8.891891892,2.843450406,9.5,2.72080462
reconnect,9.407894737,3.529518885,9,3.439323679
determine,9.662162162,3.304151543,10.58108108,3.416694133
penalty,9.171052632,4.032429882,9.684210526,3.903257566
centerpiece,9.930555556,4.329554213,10.66666667,4.114434521
graze,8.378787879,3.351842551,8.527777778,3.743459905
naughtiness,9.708333333,3.817955698,10.31578947,3.875461703
finch,7.230204082,2.352755712,8.036651235,2.800784
judgment,9.857142857,4.075701723,10.76388889,4.165309303
nectarine,8.022491349,2.545363402,9.205882353,3.020429548
millionth,8.437910884,3.023741479,9.24965374,2.956296942
vary,8.791666667,3.614208074,9.275,3.328104874
boardwalk,8.478395062,2.883611718,9.046398892,2.702538564
cleaver,8.447368421,3.19795009,9.118421053,3.211958674
bicker,9.157142857,4.465178062,9.763888889,4.260258394
flightless,9,3.099235899,10.1025641,3.426252148
midsummer,8.840759679,3.339882984,9.789473684,3.534829747
clearance,8.320987654,2.851563237,9.680555556,3.13312436
threaten,9.1,3.497478083,9.621527778,2.888939207
rig,8.567567568,3.458407955,9.055555556,2.830390629
rind,9,4.033785886,9.276315789,4.069825297
guidance,8.891891892,3.341937094,9.527027027,3.401278244
overcoat,8.527700831,2.979773517,9.897435897,3.799548947
locomotion,9.472222222,4.012381631,10.32432432,4.183659045
laughingstock,9.878787879,3.988323393,10.69117647,4.311743488
solitaire,10.65384615,3.968881995,11.375,3.73093444
budgerigar,8.935897436,4.295314901,10.22368421,4.00792689
profile,7.483870968,2.484900638,8.1875,2.368305506
braille,8.117539027,2.917820094,8.227755102,2.870523171
banking,7.492283951,2.562349588,8.25,2.189259496
strut,7.772096421,2.830060776,8.486882716,2.606431437
crud,8.644031142,2.973123685,9.771428571,3.350467169
peppy,8.944444444,3.100179206,9.777777778,2.829549294
pinto,8.466412742,3.551768371,9.602564103,3.583917819
update,9,3.646916506,9.947368421,3.655409678
grouping,8.278393352,3.083528291,9.526315789,3.677813996
incoming,8.369146006,3.001135236,9.367647059,3.678992005
unstop,8.75154321,3.708217818,9.824324324,4.12515356
unending,8.735339506,3.034229228,9.5,3.364438206
publish,9.228571429,4.243234853,9.657142857,4.077866059
disinterest,9.249614198,3.036648731,10.09210526,3.578946061
sculpt,8.960526316,3.520944243,9.756410256,3.429500107
heartbroken,9.833333333,3.437191545,9.948717949,3.646907255
perm,8.792824074,2.731857291,8.911357341,2.965881334
gradual,9.460526316,3.69693368,10.57894737,3.49232037
uninvited,9.581081081,3.363433913,9.776315789,3.303759874
alcohol,9.771428571,3.987743828,10.2027027,3.953654181
stagecoach,9.778549383,3.003499474,10.625,3.263160169
undefeated,9.9,4.345044507,10.77142857,4.3729497
propose,10,4.107024112,10.44444444,3.865188552
